Datum;Beginn;Ende;Ort;ID;Format;Titel_Session;Chair;Titel_Beitrag;Autorin/Autor_1;Affilation_1;Land_1;Autorin/Autor_2;Affilation_2;Land_2;Autorin/Autor_3;Affilation_3;Land_3;Autorin/Autor_4;Affilation_4;Land_4;Autorin/Autor_5;Affilation_5;Land_5;Autorin/Autor_6;Affilation_6;Land_6;Autorin/Autor_7;Affilation_7;Land_7;Autorin/Autor_8;Affilation_8;Land_8;Autorin/Autor_9;Affilation_9;Land_9;Autorin/Autor_10;Affilation_10;Land_10;Zusammenfassung
27.03.2019;14:00;15:30;HZ3;Vortrag_120;Vortrag;;;Vortrag State of the Art Optical Character Recognition of 19th Century Fraktur Scripts using Open Source Engines;Christian Reul;Julius-Maximilians-Universität Würzburg;Deutschland;Uwe Springmann;Julius-Maximilians-Universität Würzburg;Deutschland;Christoph Wick;Julius-Maximilians-Universität Würzburg;Deutschland;Frank Puppe;Julius-Maximilians-Universität Würzburg;Deutschland;;;;;;;;;;;;;;;;;;;In this paper we evaluate Optical Character Recognition (OCR) of 19th century Fraktur scripts without book-specific training using mixed models, i.e. models trained to recognize a variety of fonts and typesets from previously unseen sources. We describe the training process leading to strong mixed OCR models and compare them to freely available models of the popular open source engines OCRopus and Tesseract as well as the commercial state of the art system ABBYY. For evaluation, we use a varied collection of unseen data from books, journals, and a dictionary from the 19th century. The experiments show that training mixed models with real data is superior to training with synthetic data and that the novel OCR engine Calamari outperforms the other engines considerably, on average reducing ABBYYs character error rate (CER) by over 70%, resulting in an average CER below 1%.
27.03.2019;14:00;15:30;HZ3;Vortrag_279;Vortrag;;;Vortrag Automatic Font Group Recognition in Early Printed Books;Nikolaus Weichselbaumer;Johannes Gutenberg-Universität Mainz;Deutschland;Mathias Seuret;Friedrich-Alexander-Universität Erlangen-Nürnberg;Deutschland;Saskia Limbach;Johannes Gutenberg-Universität Mainz;Deutschland;Vincent Christlein;Friedrich-Alexander-Universität Erlangen-Nürnberg;Deutschland;Andreas Maier;Friedrich-Alexander-Universität Erlangen-Nürnberg;Deutschland;;;;;;;;;;;;;;;;Vorstellung eines Ansatzes zur Automatischen Erkennung von Schriftarten in Digitalisaten alter Drucke mithilfe eines neuronalen Netzwerks.
27.03.2019;14:00;15:30;HZ4;Panel_286;Panel;;;Panel Wie es Euch gefällt? Perspektiven wissenschaftsgeleiteter Organisationsformen des Datenmanagements für die Geisteswissenschaften;Ulrike Wuttke;Fachhochschule Potsdam;Deutschland;Jonathan Blumtritt;Data Center for the Humanities Universität zu Köln;Deutschland;Patrick Helling;Universität zu Köln;Deutschland;;;;;;;;;;;;;;;;;;;;;;Der Prozess der Bildung einer nationalen Forschungsdateninfrastruktur (NFDI), der durch die Veröffentlichung des Positionspapiers „Leistung aus Vielfalt“ (RfII 2016) durch den RfII und das BMBF eingeleitet wurde, trifft auf einen bereits in Bewegung befindlichen Prozess der Selbstorganisation der Akteure im Bereich des geisteswissenschaftlichen Forschungsdatenmanagements. 24 Institutionen aus Deutschland, Österreich und der Schweiz kommen mittlerweile in der AG Datenzentren des DHd-Verbands zusammen und nutzen das Forum zur Abstimmung und gemeinsamen Interessenvertretung. Die Zusammensetzung der AG ist ein Abbild der Vielfalt innerhalb der Forschungsdatenlandschaft. Die einzelnen Zentren verfügen über verschiedene Förderungs- und Finanzierungsmodelle, strategische Ausrichtungen und institutionelle Verortung. Fachspezifische, methodenbasierte, Datentyp-orientierte, institutionelle oder politisch-geographische Zuständigkeiten und Zugänglichkeiten stehen nebeneinander. In diesem Panel möchte die AG Datenzentren unterschiedliche Perspektiven zur Gestaltung von Organisationsformen im geisteswissenschaftlichen Datenmanagement zu Wort kommen lassen, Herausforderungen und Lösungswege mit Vertreter*innen der Fachcommunities diskutieren und damit auch einen Beitrag zum übergreifenden Diskurs zur Bildung einer NFDI leisten.
27.03.2019;14:00;15:30;HZ5;;Session;Session Text - Sprache - Wörter;Caroline Sporleder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27.03.2019;14:00;15:30;HZ5;Vortrag_153;Vortrag;;;Vortrag Das GeSIG-Inventar: Eine Ressource für die Erforschung und Vermittlung der Wissenschaftssprache der Geisteswissenschaften;Cordula Meißner;Universität Leipzig;Deutschland;Franziska Wallner;Universität Leipzig;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Sprache hat für die Wissensgewinnung in geisteswissenschaftlichen Disziplinen eine besondere Bedeutung. Dabei ist insbesondere jener Wortschatzbereich zentral, der Ausdrucksmittel für wissensmethodologische Inhalte bereitstellt – der Bereich der fachübergreifend gebrauchten Lexik. Dieser Wortschatzbereich war für die geisteswissenschaftlichen Fächer jedoch bislang empirisch nicht erschlossen. Der Beitrag stellt Ergebnisse eines Projekts vor, in dem der fachübergreifend gebrauchte Wortschatz – das gemeinsame sprachliche Inventar – der Geisteswissenschaften (GeSIG-Inventar) datengeleitet ermittelt wurde. Das GeSIG-Inventar steht nun als Ressource für die Erforschung und Vermittlung der Wissenschaftssprache der Geisteswissenschaften zur Verfügung. Im Beitrag wird zunächst das Inventar vorgestellt und auf das methodische Vorgehen zu seiner Ermittlung eingegangen. Daraufhin werden Anwendungsfelder aufgezeigt, in denen das GeSIG-Inventar genutzt werden kann. Abschließend wird ein konkreter wissenschaftspropädeutischer Anwendungsfall vorgestellt.
27.03.2019;14:00;15:30;HZ5;Vortrag_109;Vortrag;;;Vortrag Von Wirtschaftsweisen und Topic Models: 50 Jahre ökonomische Expertise aus einer Text Mining Perspektive;Lino Wehrheim;Universität Regensburg;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Auch für zeit- und wirtschaftshistorische Forschungsfragen ergeben sich durch die Zunahme digitaler Textbestände neue Herausforderungen und Möglichkeiten. Im vorliegenden Beitrag wird der Frage nachgegangen, wie die automatisierte Inhaltsanalyse mittels Topic Modelling für die Untersuchung eines historisch bedeutsamen Korpus eingesetzt werden kann: der Jahresgutachten des Sachverständigenrats zur Begutachtung der gesamtwirtschaftlichen Entwicklung, eines der prominentesten Gremien in der ökonomischen Politikberatung. Es soll gezeigt werden, wie Methoden des Text Mining im Allgemeinen und Topic Models im Speziellen einen neuen Zugang zur historischen Analyse des Schaffens der oftmals als „Wirtschaftsweisen“ betitelten Wirtschaftsexperten eröffnen und damit die mehr als 50-jährige Schaffenszeit des Rates in ihrer Gänze in den Blick genommen werden kann. Dazu werden die Themen aller zwischen 1965 und 2015 veröffentlichten Gutachten, ein Korpus von etwa sieben Millionen Wörtern, mit Hilfe eines Topic Models dargestellt, mit der tatsächlichen Wirtschaftsentwicklung abgeglichen sowie weitere Möglichkeiten des Topic Modelling-Ansatzes illustriert.
27.03.2019;14:00;15:30;HZ5;Vortrag_198;Vortrag;;;Vortrag Die Generierung von Wortfeldern und ihre Nutzung als Findeheuristik. Ein Erfahrungsbericht zum Wortfeld „medizinisches Personal“;Benedikt Adelmann;Universität Hamburg;Deutschland;Lina Franken;Universität Hamburg;Deutschland;Evelyn Gius;Universität Hamburg;Deutschland;Katharina Krüger;Universität Hamburg;Deutschland;Michael Vauth;Technische Universität Hamburg;Deutschland;;;;;;;;;;;;;;;;Bei der Arbeit mit Textkorpora ist das computergestützte Auffinden von für die Fragestellung relevanten Texten oder Textpassagen oft eine notwendige Voraussetzung für die weitere Analyse. Für das Finden relevanter Texte bzw. Passagen können Wortfelder generiert und genutzt werden, die die Kerninhalte des Gesuchten durch Schlüsselwörter operationalisieren. Wir stellen drei Verfahren der Wortfeldgenerierung vor, die von der Erstellung aus bestehenden Ressourcen über die manuelle Generierung bis hin zu stark automatisierten Vorgehensweisen reichen. Im Anschluss wird der Einsatz dieser Wortfelder anhand von literaturwissenschaftlichen und kulturanthropologischen Daten vorgestellt. Durch die unterschiedlichen Methoden der Wortfeldgenerierung ist eine Verbindung textinhärenter und textunabhängiger Aspekte möglich, also das Berücksichtigen induktiver und deduktiver Ansätze für die Nutzung von Wortfeldern als Findeheuristik.
28.03.2019;09:00;10:30;HZ3;;Session;Session Sammlungen erschließen und vermitteln;Lisa Dieckmann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.2019;09:00;10:30;HZ3;Vortrag_242;Vortrag;;;Vortrag Wie katalogisiert man eigentlich virtuelle Realität? Überlegungen zur Dokumentation und Vernetzung musealer Objekte und digitaler Vermittlungsformate;Franziska Diehr;Stiftung Preußischer Kulturbesitz;Deutschland;Katrin Glinka;Stiftung Preußischer Kulturbesitz;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;Als Experimentierlabor zur Entwicklung, Erprobung und Evaluierung digitaler Werkzeuge und Strategien im Kontext musealer Forschung und Vermittlung untersucht das Verbundprojekt ”˜museum4punkt0”™ neue Wege der digitalen Transformation von Kulturinstitutionen. In modular strukturierten Teilprojekten werden digitale Vermittlungs- und Kommunikationsformate geschaffen, die multimediale und -modale Angebote im Museum erproben. Mit der prototypischen Entwicklung des ”˜Gemeinsamen Objektkatalogs”™ werden Möglichkeiten der Dokumentation und Analyse von digitalen Objekten unter Beachtung von musealen Objektrepräsentationen, multiperspektivischen Verhandlungen von Objektwissen und den jeweiligen Anwendungskontexten erforscht. Dabei soll eine vielfältige Sicht auf Instrumente, Methoden und Objekte der musealen Wissensvermittlung ermöglicht werden. Der Objektkatalog wird außerdem Informationen zu digitalen Vermittlungsinstrumenten und Narrationsformaten mit kuratorischen, kreativen und informationstechnologischen Schaffensprozessen sowie musealen Objekten in einer gemeinsamen Wissensbasis vernetzen. Das Potenzial musealer Bestände und Methoden für die Analyse und Kontextualisierung (inter-)disziplinärer Fragestellungen der (geistes-)wissenschaftlichen Forschung soll damit herausgearbeitet werden. Dafür wird erprobt, wie museale Dokumentationssysteme mit Datenanalyse- und Annotationswerkzeugen verschränkt werden können.
28.03.2019;09:00;10:30;HZ3;Vortrag_294;Vortrag;;;Vortrag Visualisierung zwischen Pluralismus und Fragmentierung: Zur Integration von multiplen Perspektiven auf kulturelle Sammlungen;Eva Mayr;Donau Universität Krems;Österreich;Florian Windhager;Donau Universität Krems;Österreich;Günther Schreder;Donau Universität Krems;Österreich;;;;;;;;;;;;;;;;;;;;;;"Informationsvisualisierungen ermöglichen multiple analytische Einblicke in die Struktur von kulturellen Sammlungen. Um jedoch der Reichhaltigkeit und Multidimensionalität kultureller Daten gerecht zu werden, bedarf es Techniken, die die BesucherInnen bei der Integration dieser verschiedenen Perspektiven unterstützen. Im Projekt PolyCube (""Towards integrated mental models of cultural heritage data"") wurde ein Visualisierungssystem entwickelt, dass die Benutzer auf drei Ebenen bei der Informationsintegration unterstützt: Bei der Integration von abstrakten Überblicksdarstellungen auf Sammlungsebene (“distant viewing”) mit Detaildarstellungen von Objekten (“close viewing”), bei der Integration von mehreren Datendimensionen innerhalb einer Visualisierung, und bei der Integration von mehreren parallelen Visualisierungen . Wir präsentieren den im Projekt entwickelten Prototypen und zeigen, wie er BenutzerInnen verschiedener Forschungs-Communities künftig bei der Analyse ihrer eigenen digitalen Kultursammlungen unterstützen kann."
28.03.2019;09:00;10:30;HZ3;Vortrag_144;Vortrag;;;Vortrag Über die Ungleichheit im Gleichen. Erkennung unterschiedlicher Reproduktionen desselben Objekts in kunsthistorischen Bildbeständen;Stefanie Schneider;Ludwig-Maximilians-Universität München;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Aufgrund nicht-standardisierter oder unstrukturierter Metadaten ist es in der Regel nicht möglich, Reproduktionen ein und desselben Objekts, wie sie in kunsthistorischen Aggregatordatenbanken vorgehalten werden, auf Basis dieser nachhaltig und zuverlässig zu verknüpfen. Unser Ansatz stützt sich auf die Digitalisate selbst und extrahiert aus ihnen mittels SIFT und mehreren, die Effizienz steigernden Erweiterungen lokale Schlüsselpunkte, die den Grad der Nähe zwischen zwei Reproduktionen zu quantifizieren erlauben. Es zeigt sich, dass die präsentierte Methode hinreichend exakte Ergebnisse erwarten lässt und kaum, oder nur im Falle spezialisierter Korpora, manuelle Adjustierungen erfordert
28.03.2019;09:00;10:30;HZ4;;Session;Session Medialität jenseits von Text;Thorsten Wübbena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.2019;09:00;10:30;HZ4;Vortrag_223;Vortrag;;;Vortrag Oral History und Digital Humanities;Cord Pagenstecher;Freie Universität Berlin;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Digitale Technologien ermöglichen die softwaregestützte Sicherung, Erschließung und Bereitstellung von Interview-Sammlungen sowie ihre sammlungsübergreifende Recherche und Analyse. Anhand der an der Freien Universität zugänglichen digitalen Interview-Sammlungen skizziert der Beitrag ihre Nutzungsmöglichkeiten für Oral History und Digital Humanities.Während Oral Historians traditionell meist wenige Interviews anhand der Transkripte analysierten, unterstützen digitale Interview-Archive nun vergleichende Untersuchungen anhand der originalen Audio- und Videodateien. Allerdings steht die digitale Aufbereitung von Oral History-Sammlungen auch vor großen Herausforderungen, etwa im Hinblick auf Persönlichkeitssschutz und Langzeitarchivierung.An einigen Beispielen werden prototypisch die Möglichkeiten einer digital unterstützten Interview-Analyse im Hinblick auf Multiperspektivität, Multimodalität und Multilingualität herausgearbeitet. Deutlich wird, dass die Digital Humanities der Oral History neue und faszinierende Forschungsperspektiven eröffnen.
28.03.2019;09:00;10:30;HZ4;Vortrag_252;Vortrag;;;Vortrag Scalable Viewing in den Filmwissenschaften;Manuel Burghardt;Universität Leipzig;Deutschland;Johannes Pause;Universität Luxemburg;Luxemburg;Niels-Oliver Walkowski;Berlin;Deutschland;;;;;;;;;;;;;;;;;;;;;;Der vorliegende Beitrag greift das Konferenzmotto „multimedial, multimodal“ der DHd 2019 durch die Einführung des methodischen Konzepts des Scalable Viewings im Kontext filmwissenschaftlicher Forschung auf. Angelehnt an Designprinzipien aus dem Feld der Datenvisualisierung und ersten Beiträgen zu einer Idee des Scalable Readings möchte der Begriff Scalable Viewing eine dynamische, multi-perspektivische Repräsentation von Forschungsdaten als methodischen Kernbestandteil einer computergestützten Filmanalyse systematisieren. Diese Systematisierung ist die Folge zweier Forschungsprojekte, die sich mit Aspekten wie der Farbigkeit, ästhetischen Reizen, Figuren, dem Schnitt sowie Dialogen und Filmskripten auseinandergesetzt haben und die zur Illustration des Scalable Viewing-Konzepts im Rahmen des Vortrags vorgestellt werden.
28.03.2019;09:00;10:30;HZ4;Vortrag_145;Vortrag;;;Vortrag Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft;David Rittershaus;Hochschule Mainz - University of Applied Sciences;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;Der Einsatz digitaler Methoden und ihre Erforschung stehen in der Tanzwissenschaft noch ganz am Anfang, finden aber zunehmend eine Grundlage durch wachsende Datenbestände, sowie die Entwicklung spezieller Software. Der Vortrag geht auf den Einsatz digitaler Technologien rund um die Arbeit des Choreographen William Forsythe und die Rolle von Annotationen darin ein. Im Zentrum steht dabei die Webanwendung Piecemaker, die innerhalb seines Ensembles The Forsythe Company entstand und die eine gleichzeitige Aufzeichnung von Video und Annotationen im Tanzstudio ermöglicht. Sie wird heute von dem Forschungsprojekt Motion Bank an der Hochschule Mainz weiterentwickelt und eingesetzt. Während sich für digitale qualitative Methoden in der Tanzwissenschaft eine klare Perspektive abzeichnet, sind mit der maschinellen und quantitativen Auswertung tanzbezogener Daten viele offene Fragen verbunden, insbesondere angesichts der narrativen Qualität von Tanzwissen und den Singularitäten, mit denen der Tanz die Wissenschaft konfrontiert.
28.03.2019;09:00;10:30;HZ5;;Session;Session Analyse bei Dramen und Romanen;Christof Schöch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28.03.2019;09:00;10:30;HZ5;Vortrag_239;Vortrag;;;Vortrag Klassifikation von Titelfiguren in deutschsprachigen Dramen und Evaluation am Beispiel von Lessings „Emilia Galotti“;Benjamin Krautter;Universität Stuttgart;Deutschland;Janis Pagel;Universität Stuttgart;Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;"Der Idee einer quantitativen und zugleich multidimensionalen Einteilung dramatischer Figuren folgend versuchen wir Titelfiguren im deutschsprachigen Drama automatisch zu bestimmen. Dazu fassen wir das Problem als Klassifikationsaufgabe, die mit maschinellen Lernverfahren bearbeitet wird. Als Features nutzen wir die gesprochenen Tokens der Figuren, deren Bühnenpräsenz, Netzwerkmetriken, Topic Modeling und einige Metadaten. Wir können zeigen, dass unser multidimensionales Modell sinnvolle Ergebnisse für die Klassifikation titelgebender Figuren liefert: MCC 0.66. Titelfiguren werden sehr zuverlässig erkannt (Recall 1.00), das Modell neigt jedoch zur Übergeneralisierung. Wir evaluieren diese Klassifikationsergebnisse anhand von Lessings ""Emilia Galotti"". "
